cx,cy,cz,a,b,theta,Rt,Rp,status
1.9,0.3,15.4,7.2,6,25,-0.2,-0.3,NotYet
-1.9,0.3,15.4,7.2,6,25,-0.2,-0.3,NotYet
1.9,0.3,15.4,7.2,6,25,-0.1,-0.3,NotYet
-1.9,0.3,15.4,7.2,6,25,-0.1,-0.3,NotYet
