X,Y,Z,R
0.0,0.7156988328250573,8.244353020750316e-08,1.7
0.0,-0.7156987398292937,2.2518772523405341e-07,1.7
0.0,1.4005435513302287,-1.2432015181681682,1.7
0.0,-1.400543727762446,-1.2432012052156203,1.7
0.0,0.7075474335495846,-2.4291548852708718,1.7
0.0,-0.7075478661004242,-2.429154730399659,1.7
0.0,1.400543767351941,1.2432012323480692,1.7
0.0,0.7075478119930143,2.429154896034203,1.7
0.0,-1.4005434049406218,1.2432015502982305,1.7
0.0,-0.707547252855646,2.4291551112001675,1.7
0.0,2.4857035655959634,-1.2414389758376183,1.2
0.0,2.4857037909271558,1.24143863797753,1.2
0.0,1.2427961711558753,3.372028969304831,1.2
0.0,-1.242796110728789,3.3720305889117155,1.2
0.0,-2.485703386403053,1.2414391557669473,1.2
0.0,-2.485703795233546,-1.2414384267441008,1.2
0.0,-1.2427968102950702,-3.372030225757212,1.2
0.0,1.242796169420065,-3.372030482079694,1.2
