X,Y,Z,R
0.0,0.7249865259423073,-2.445563988574226,1.7
0.0,-0.7249865311869333,-2.4455641590167887,1.7
0.0,1.40747774345302,-3.7052636892805255,1.7
0.0,-1.4074776207189021,-3.705263972336667,1.7
0.0,0.7148003689650438,-4.879788325691372,1.7
0.0,-0.714799995820482,-4.879788497593705,1.7
0.0,1.4047709927542442,-1.2332669034534918,1.7
0.0,0.725136094578392,2.3947593659878654e-07,1.7
0.0,-1.404771286995997,-1.2332670334046547,1.7
0.0,-0.7251363383430762,1.9736671260490372e-07,1.7
0.0,2.4925231205881713,-3.7046613518461036,1.2
0.0,2.4905226303624053,-1.2335692272382222,1.2
0.0,-2.4905230797660707,-1.2335694879110488,1.2
0.0,-2.4925230591594625,-3.7046617734644807,1.2
0.0,-1.2449113475255438,-5.825488426340737,1.2
0.0,1.2449118820459637,-5.825488162222244,1.2
0.0,1.404770894783839,1.2332667463570361,1.7
0.0,0.7249864039179542,2.4455645303517977,1.7
0.0,-1.4047712584510557,1.233266850397577,1.7
0.0,-0.7249865173913833,2.445564663400329,1.7
0.0,2.490522551053927,1.2335692010723824,1.2
0.0,-2.49052305654616,1.233569373292833,1.2
0.0,1.4074773980812338,3.705263296277927,1.7
0.0,0.7147999702267528,4.879788491522047,1.7
0.0,-1.4074773887558925,3.7052635437839254,1.7
0.0,-0.7147996863387209,4.8797886253732665,1.7
0.0,2.4925227381477377,3.704661493012193,1.2
0.0,1.2449121086077046,5.825488052617484,1.2
0.0,-1.2449114410668252,5.825487742419986,1.2
0.0,-2.492522815442166,3.7046619516527546,1.2
