X,Y,Z,R
0,0.697092514,-1.207384836,1.7
0,-0.697080723,-1.20739154,1.7
0,1.23927954,-0.268281713,1.2
0,-1.239300595,-0.268293123,1.2
0,-1.239281802,-2.146521741,1.2
0,1.239302858,-2.146510331,1.2
